chr.x	start.x	end.x	chr.y	start.y	end.y	loopID	mango.P
185248	chr15	34206781	34211477	chr15	34512205	34516531	chr15:34206781-34211477_chr15:34512205-34516531	0
185251	chr15	34206781	34211477	chr15	34984639	34990512	chr15:34206781-34211477_chr15:34984639-34990512	1.68753899743024e-14
185252	chr15	34222941	34227571	chr15	34317395	34319709	chr15:34222941-34227571_chr15:34317395-34319709	0.00205860152580917
185253	chr15	34222941	34227571	chr15	34334321	34339319	chr15:34222941-34227571_chr15:34334321-34339319	0
185257	chr15	34222941	34227571	chr15	34512205	34516531	chr15:34222941-34227571_chr15:34512205-34516531	0
185258	chr15	34222941	34227571	chr15	34579527	34590381	chr15:34222941-34227571_chr15:34579527-34590381	0
185260	chr15	34222941	34227571	chr15	34984639	34990512	chr15:34222941-34227571_chr15:34984639-34990512	0
185263	chr15	34317395	34319709	chr15	34334321	34339319	chr15:34317395-34319709_chr15:34334321-34339319	1.08660852314868e-05
185264	chr15	34317395	34319709	chr15	34512205	34516531	chr15:34317395-34319709_chr15:34512205-34516531	2.31592577093487e-06
185267	chr15	34334321	34339319	chr15	34512205	34516531	chr15:34334321-34339319_chr15:34512205-34516531	0
185268	chr15	34334321	34339319	chr15	34579527	34590381	chr15:34334321-34339319_chr15:34579527-34590381	0
185270	chr15	34334321	34339319	chr15	34984639	34990512	chr15:34334321-34339319_chr15:34984639-34990512	3.88824528130272e-11
185273	chr15	34340172	34344132	chr15	34512205	34516531	chr15:34340172-34344132_chr15:34512205-34516531	0
185276	chr15	34340172	34344132	chr15	34984639	34990512	chr15:34340172-34344132_chr15:34984639-34990512	0
185278	chr15	34363948	34369467	chr15	34512205	34516531	chr15:34363948-34369467_chr15:34512205-34516531	0
185284	chr15	34434533	34439658	chr15	34512205	34516531	chr15:34434533-34439658_chr15:34512205-34516531	4.75006123323851e-09
185286	chr15	34512205	34516531	chr15	34579527	34590381	chr15:34512205-34516531_chr15:34579527-34590381	0
185288	chr15	34512205	34516531	chr15	34965863	34971297	chr15:34512205-34516531_chr15:34965863-34971297	2.68562949656825e-13
185289	chr15	34512205	34516531	chr15	34984639	34990512	chr15:34512205-34516531_chr15:34984639-34990512	0
185291	chr15	34579527	34590381	chr15	34794052	34797530	chr15:34579527-34590381_chr15:34794052-34797530	1.46993528460371e-13
185293	chr15	34579527	34590381	chr15	34965863	34971297	chr15:34579527-34590381_chr15:34965863-34971297	0
185296	chr15	34720745	34723551	chr15	34965863	34971297	chr15:34720745-34723551_chr15:34965863-34971297	1.14172005183377e-11
185297	chr15	34720745	34723551	chr15	34984639	34990512	chr15:34720745-34723551_chr15:34984639-34990512	6.83142431512351e-12
185298	chr15	34752552	34756869	chr15	34984639	34990512	chr15:34752552-34756869_chr15:34984639-34990512	4.64151672652235e-09
185299	chr15	34794052	34797530	chr15	34965863	34971297	chr15:34794052-34797530_chr15:34965863-34971297	0.000454558531448268
185302	chr15	34965863	34971297	chr15	36399848	36404254	chr15:34965863-34971297_chr15:36399848-36404254	3.15645420756461e-06
185303	chr15	34984639	34990512	chr15	35167216	35169661	chr15:34984639-34990512_chr15:35167216-35169661	6.20503648463e-13
185305	chr15	34984639	34990512	chr15	35543915	35549603	chr15:34984639-34990512_chr15:35543915-35549603	0
185307	chr15	34984639	34990512	chr15	36782465	36787092	chr15:34984639-34990512_chr15:36782465-36787092	1.37169664515824e-09
185308	chr15	34984639	34990512	chr15	36879235	36890198	chr15:34984639-34990512_chr15:36879235-36890198	1.80641853630981e-06
185309	chr15	35167216	35169661	chr15	37089416	37112431	chr15:35167216-35169661_chr15:37089416-37112431	5.07149877648772e-13
185310	chr15	35434797	35436877	chr15	37089416	37112431	chr15:35434797-35436877_chr15:37089416-37112431	9.45465927770783e-13
185313	chr15	35517828	35520036	chr15	37089416	37112431	chr15:35517828-35520036_chr15:37089416-37112431	2.00171634823221e-09
185315	chr15	35543915	35549603	chr15	35696924	35699881	chr15:35543915-35549603_chr15:35696924-35699881	0.000806093875256653
185321	chr15	35543915	35549603	chr15	37055145	37059294	chr15:35543915-35549603_chr15:37055145-37059294	2.93658593342183e-06
185322	chr15	35543915	35549603	chr15	37089416	37112431	chr15:35543915-35549603_chr15:37089416-37112431	0
185324	chr15	35753995	35756639	chr15	37089416	37112431	chr15:35753995-35756639_chr15:37089416-37112431	3.59716109565866e-06
185326	chr15	36277447	36281486	chr15	36399848	36404254	chr15:36277447-36281486_chr15:36399848-36404254	1.29955212224697e-06
185330	chr15	36399848	36404254	chr15	36879235	36890198	chr15:36399848-36404254_chr15:36879235-36890198	2.77605681517912e-05
185333	chr15	36399848	36404254	chr15	37089416	37112431	chr15:36399848-36404254_chr15:37089416-37112431	0
185339	chr15	36496465	36501006	chr15	37089416	37112431	chr15:36496465-36501006_chr15:37089416-37112431	0
185340	chr15	36501758	36504379	chr15	36879235	36890198	chr15:36501758-36504379_chr15:36879235-36890198	1.51062540920677e-07
185341	chr15	36501758	36504379	chr15	37089416	37112431	chr15:36501758-36504379_chr15:37089416-37112431	0
185342	chr15	36526365	36528962	chr15	36879235	36890198	chr15:36526365-36528962_chr15:36879235-36890198	4.9574289118226e-10
185344	chr15	36577527	36584123	chr15	36597181	36600995	chr15:36577527-36584123_chr15:36597181-36600995	0.000110252697582691
185345	chr15	36577527	36584123	chr15	36753860	36763718	chr15:36577527-36584123_chr15:36753860-36763718	3.10660679403441e-08
185346	chr15	36577527	36584123	chr15	36879235	36890198	chr15:36577527-36584123_chr15:36879235-36890198	0
185349	chr15	36577527	36584123	chr15	37899217	37902340	chr15:36577527-36584123_chr15:37899217-37902340	3.63369312417205e-09
185350	chr15	36597181	36600995	chr15	37089416	37112431	chr15:36597181-36600995_chr15:37089416-37112431	1.60316204755873e-13
185351	chr15	36597181	36600995	chr15	38249980	38267783	chr15:36597181-36600995_chr15:38249980-38267783	1.829906226547e-09
185352	chr15	36635652	36637134	chr15	36879235	36890198	chr15:36635652-36637134_chr15:36879235-36890198	0.000138587752507968
185353	chr15	36676271	36679516	chr15	37089416	37112431	chr15:36676271-36679516_chr15:37089416-37112431	1.07284644279559e-07
185354	chr15	36753860	36763718	chr15	36879235	36890198	chr15:36753860-36763718_chr15:36879235-36890198	1.41579636903089e-10
185355	chr15	36753860	36763718	chr15	37089416	37112431	chr15:36753860-36763718_chr15:37089416-37112431	0
185356	chr15	36782465	36787092	chr15	37089416	37112431	chr15:36782465-36787092_chr15:37089416-37112431	9.2580831889677e-10
185357	chr15	36879235	36890198	chr15	37013964	37017397	chr15:36879235-36890198_chr15:37013964-37017397	0
185359	chr15	36879235	36890198	chr15	37055145	37059294	chr15:36879235-36890198_chr15:37055145-37059294	0
185362	chr15	36879235	36890198	chr15	38249980	38267783	chr15:36879235-36890198_chr15:38249980-38267783	3.17318815667988e-09
185366	chr15	36951214	36953780	chr15	37085625	37088345	chr15:36951214-36953780_chr15:37085625-37088345	0.00148672712632436
185367	chr15	36951214	36953780	chr15	37089416	37112431	chr15:36951214-36953780_chr15:37089416-37112431	0
185369	chr15	37013964	37017397	chr15	37089416	37112431	chr15:37013964-37017397_chr15:37089416-37112431	0
185371	chr15	37055145	37059294	chr15	37089416	37112431	chr15:37055145-37059294_chr15:37089416-37112431	0
185372	chr15	37076754	37081792	chr15	37089416	37112431	chr15:37076754-37081792_chr15:37089416-37112431	2.34701147405758e-13
185373	chr15	37085625	37088345	chr15	37089416	37112431	chr15:37085625-37088345_chr15:37089416-37112431	1.40890818345341e-06
185377	chr15	37089416	37112431	chr15	38249980	38267783	chr15:37089416-37112431_chr15:38249980-38267783	0
185384	chr15	38067304	38075667	chr15	38127977	38132992	chr15:38067304-38075667_chr15:38127977-38132992	0
185385	chr15	38067304	38075667	chr15	38249980	38267783	chr15:38067304-38075667_chr15:38249980-38267783	0
185389	chr15	38067304	38075667	chr15	39577869	39586698	chr15:38067304-38075667_chr15:39577869-39586698	2.5944248971399e-09
185390	chr15	38067304	38075667	chr15	39781099	39787479	chr15:38067304-38075667_chr15:39781099-39787479	9.41913214091983e-13
185391	chr15	38067304	38075667	chr15	39917439	39922386	chr15:38067304-38075667_chr15:39917439-39922386	1.30829058697657e-09
185396	chr15	38127977	38132992	chr15	39781099	39787479	chr15:38127977-38132992_chr15:39781099-39787479	1.77231007647549e-09
185401	chr15	38249980	38267783	chr15	38562797	38566471	chr15:38249980-38267783_chr15:38562797-38566471	0
185404	chr15	38249980	38267783	chr15	39577869	39586698	chr15:38249980-38267783_chr15:39577869-39586698	2.62057042732522e-12
185405	chr15	38249980	38267783	chr15	39776047	39779647	chr15:38249980-38267783_chr15:39776047-39779647	2.3139605787037e-09
185409	chr15	38249980	38267783	chr15	40101998	40110762	chr15:38249980-38267783_chr15:40101998-40110762	1.29290356198908e-09
185411	chr15	38452784	38456305	chr15	38667436	38670225	chr15:38452784-38456305_chr15:38667436-38670225	1.13686837721616e-13
185412	chr15	38452784	38456305	chr15	38705091	38706943	chr15:38452784-38456305_chr15:38705091-38706943	0.000132591524110048
185414	chr15	38452784	38456305	chr15	39577869	39586698	chr15:38452784-38456305_chr15:39577869-39586698	5.51196954745592e-09
185419	chr15	38452784	38456305	chr15	40381225	40385737	chr15:38452784-38456305_chr15:40381225-40385737	5.47339951140202e-13
185420	chr15	38562797	38566471	chr15	38667436	38670225	chr15:38562797-38566471_chr15:38667436-38670225	0
185422	chr15	38562797	38566471	chr15	40355218	40360561	chr15:38562797-38566471_chr15:40355218-40360561	2.07224545323292e-06
185423	chr15	38705091	38706943	chr15	39577869	39586698	chr15:38705091-38706943_chr15:39577869-39586698	1.16455733945031e-11
185424	chr15	38705091	38706943	chr15	40043858	40046372	chr15:38705091-38706943_chr15:40043858-40046372	3.64297237065436e-06
185446	chr15	39209043	39215762	chr15	39781099	39787479	chr15:39209043-39215762_chr15:39781099-39787479	1.9515327136288e-05
185449	chr15	39269088	39272387	chr15	39577869	39586698	chr15:39269088-39272387_chr15:39577869-39586698	0
185450	chr15	39269088	39272387	chr15	39781099	39787479	chr15:39269088-39272387_chr15:39781099-39787479	2.57195758758266e-05
185451	chr15	39303105	39306227	chr15	39577869	39586698	chr15:39303105-39306227_chr15:39577869-39586698	1.77735492989939e-09
185455	chr15	39577869	39586698	chr15	39690088	39694421	chr15:39577869-39586698_chr15:39690088-39694421	6.85850953807687e-09
185457	chr15	39577869	39586698	chr15	39776047	39779647	chr15:39577869-39586698_chr15:39776047-39779647	0
185458	chr15	39577869	39586698	chr15	39781099	39787479	chr15:39577869-39586698_chr15:39781099-39787479	0
185461	chr15	39577869	39586698	chr15	39974806	39978369	chr15:39577869-39586698_chr15:39974806-39978369	0
185464	chr15	39577869	39586698	chr15	40035071	40041258	chr15:39577869-39586698_chr15:40035071-40041258	0
185465	chr15	39577869	39586698	chr15	40101998	40110762	chr15:39577869-39586698_chr15:40101998-40110762	2.22044604925031e-16
185473	chr15	39690088	39694421	chr15	40159968	40165159	chr15:39690088-39694421_chr15:40159968-40165159	3.1088323054651e-05
185480	chr15	39776047	39779647	chr15	39781099	39787479	chr15:39776047-39779647_chr15:39781099-39787479	0
185481	chr15	39776047	39779647	chr15	39917439	39922386	chr15:39776047-39779647_chr15:39917439-39922386	0
185483	chr15	39776047	39779647	chr15	39974806	39978369	chr15:39776047-39779647_chr15:39974806-39978369	5.83569859102795e-11
185485	chr15	39776047	39779647	chr15	40035071	40041258	chr15:39776047-39779647_chr15:40035071-40041258	0
185488	chr15	39776047	39779647	chr15	40159968	40165159	chr15:39776047-39779647_chr15:40159968-40165159	3.54689944082054e-10
185492	chr15	39776047	39779647	chr15	40434248	40446899	chr15:39776047-39779647_chr15:40434248-40446899	3.59589025222817e-11
185493	chr15	39776047	39779647	chr15	40692542	40698502	chr15:39776047-39779647_chr15:40692542-40698502	9.7512984353898e-09
185495	chr15	39781099	39787479	chr15	39917439	39922386	chr15:39781099-39787479_chr15:39917439-39922386	0
185498	chr15	39781099	39787479	chr15	39974806	39978369	chr15:39781099-39787479_chr15:39974806-39978369	0
185501	chr15	39781099	39787479	chr15	40035071	40041258	chr15:39781099-39787479_chr15:40035071-40041258	0
185502	chr15	39781099	39787479	chr15	40043858	40046372	chr15:39781099-39787479_chr15:40043858-40046372	0
185504	chr15	39781099	39787479	chr15	40096653	40100633	chr15:39781099-39787479_chr15:40096653-40100633	7.92389648684999e-05
185505	chr15	39781099	39787479	chr15	40101998	40110762	chr15:39781099-39787479_chr15:40101998-40110762	0
185506	chr15	39781099	39787479	chr15	40149340	40154953	chr15:39781099-39787479_chr15:40149340-40154953	5.09101735961526e-05
185507	chr15	39781099	39787479	chr15	40159968	40165159	chr15:39781099-39787479_chr15:40159968-40165159	0
185510	chr15	39781099	39787479	chr15	40321593	40329530	chr15:39781099-39787479_chr15:40321593-40329530	2.25725526212806e-05
185533	chr15	39917439	39922386	chr15	40043858	40046372	chr15:39917439-39922386_chr15:40043858-40046372	1.3575091606377e-08
185537	chr15	39917439	39922386	chr15	40159968	40165159	chr15:39917439-39922386_chr15:40159968-40165159	0
185539	chr15	39917439	39922386	chr15	40278706	40300304	chr15:39917439-39922386_chr15:40278706-40300304	0
185540	chr15	39917439	39922386	chr15	40321593	40329530	chr15:39917439-39922386_chr15:40321593-40329530	1.24942547197193e-07
185541	chr15	39917439	39922386	chr15	40336299	40342592	chr15:39917439-39922386_chr15:40336299-40342592	2.41473396833669e-10
185546	chr15	39917439	39922386	chr15	40588888	40592006	chr15:39917439-39922386_chr15:40588888-40592006	1.40673397236446e-05
185550	chr15	39932065	39938227	chr15	40035071	40041258	chr15:39932065-39938227_chr15:40035071-40041258	0
185552	chr15	39932065	39938227	chr15	40080134	40083265	chr15:39932065-39938227_chr15:40080134-40083265	1.53214605268515e-05
185553	chr15	39932065	39938227	chr15	40101998	40110762	chr15:39932065-39938227_chr15:40101998-40110762	0
185554	chr15	39932065	39938227	chr15	40159968	40165159	chr15:39932065-39938227_chr15:40159968-40165159	0
185562	chr15	39932065	39938227	chr15	40805536	40810783	chr15:39932065-39938227_chr15:40805536-40810783	8.58807124193284e-06
185567	chr15	39974806	39978369	chr15	40101998	40110762	chr15:39974806-39978369_chr15:40101998-40110762	0
185569	chr15	39974806	39978369	chr15	40237506	40243364	chr15:39974806-39978369_chr15:40237506-40243364	2.28006835634176e-09
185572	chr15	39974806	39978369	chr15	40336299	40342592	chr15:39974806-39978369_chr15:40336299-40342592	5.33598584167017e-05
185573	chr15	39974806	39978369	chr15	40381225	40385737	chr15:39974806-39978369_chr15:40381225-40385737	1.28883616890008e-07
185574	chr15	39974806	39978369	chr15	40434248	40446899	chr15:39974806-39978369_chr15:40434248-40446899	2.59126053947512e-13
185576	chr15	39974806	39978369	chr15	40761436	40773064	chr15:39974806-39978369_chr15:40761436-40773064	1.01620490949861e-05
185588	chr15	40035071	40041258	chr15	40043858	40046372	chr15:40035071-40041258_chr15:40043858-40046372	0
185589	chr15	40035071	40041258	chr15	40080134	40083265	chr15:40035071-40041258_chr15:40080134-40083265	0.000624159691987258
185591	chr15	40035071	40041258	chr15	40149340	40154953	chr15:40035071-40041258_chr15:40149340-40154953	3.40838468559923e-13
185593	chr15	40035071	40041258	chr15	40237506	40243364	chr15:40035071-40041258_chr15:40237506-40243364	0
185595	chr15	40035071	40041258	chr15	40278706	40300304	chr15:40035071-40041258_chr15:40278706-40300304	0
185596	chr15	40035071	40041258	chr15	40312865	40314728	chr15:40035071-40041258_chr15:40312865-40314728	0.000103830758612755
185602	chr15	40035071	40041258	chr15	40434248	40446899	chr15:40035071-40041258_chr15:40434248-40446899	0
185604	chr15	40035071	40041258	chr15	40562025	40567033	chr15:40035071-40041258_chr15:40562025-40567033	5.55610821795227e-08
185605	chr15	40035071	40041258	chr15	40567556	40571903	chr15:40035071-40041258_chr15:40567556-40571903	5.37004962719578e-08
185606	chr15	40035071	40041258	chr15	40581304	40585464	chr15:40035071-40041258_chr15:40581304-40585464	2.24696423816173e-05
185607	chr15	40035071	40041258	chr15	40592839	40597652	chr15:40035071-40041258_chr15:40592839-40597652	4.99590634417402e-08
185610	chr15	40043858	40046372	chr15	40101998	40110762	chr15:40043858-40046372_chr15:40101998-40110762	4.42945778944548e-08
185611	chr15	40043858	40046372	chr15	40149340	40154953	chr15:40043858-40046372_chr15:40149340-40154953	6.45101824847671e-07
185612	chr15	40043858	40046372	chr15	40159968	40165159	chr15:40043858-40046372_chr15:40159968-40165159	0
185613	chr15	40043858	40046372	chr15	40237506	40243364	chr15:40043858-40046372_chr15:40237506-40243364	2.35073579646361e-06
185614	chr15	40043858	40046372	chr15	40278706	40300304	chr15:40043858-40046372_chr15:40278706-40300304	8.3389212368612e-07
185617	chr15	40080134	40083265	chr15	40159968	40165159	chr15:40080134-40083265_chr15:40159968-40165159	0.000216237130251096
185618	chr15	40080134	40083265	chr15	40251490	40254116	chr15:40080134-40083265_chr15:40251490-40254116	0.000479403346382856
185619	chr15	40080134	40083265	chr15	40278706	40300304	chr15:40080134-40083265_chr15:40278706-40300304	0.000239685198723749
185622	chr15	40080134	40083265	chr15	40381225	40385737	chr15:40080134-40083265_chr15:40381225-40385737	3.95270135400416e-07
185624	chr15	40080134	40083265	chr15	40434248	40446899	chr15:40080134-40083265_chr15:40434248-40446899	2.06954090531397e-07
185626	chr15	40096653	40100633	chr15	40101998	40110762	chr15:40096653-40100633_chr15:40101998-40110762	2.23107088359598e-11
185627	chr15	40096653	40100633	chr15	40434248	40446899	chr15:40096653-40100633_chr15:40434248-40446899	7.63897167743721e-10
185628	chr15	40101998	40110762	chr15	40149340	40154953	chr15:40101998-40110762_chr15:40149340-40154953	5.22613063935751e-11
185630	chr15	40101998	40110762	chr15	40237506	40243364	chr15:40101998-40110762_chr15:40237506-40243364	0
185631	chr15	40101998	40110762	chr15	40278706	40300304	chr15:40101998-40110762_chr15:40278706-40300304	0
185632	chr15	40101998	40110762	chr15	40321593	40329530	chr15:40101998-40110762_chr15:40321593-40329530	0
185641	chr15	40101998	40110762	chr15	40592839	40597652	chr15:40101998-40110762_chr15:40592839-40597652	2.05835348765504e-13
185642	chr15	40101998	40110762	chr15	40692542	40698502	chr15:40101998-40110762_chr15:40692542-40698502	5.57409673973552e-11
185645	chr15	40101998	40110762	chr15	40951727	40956792	chr15:40101998-40110762_chr15:40951727-40956792	8.89818092564276e-06
185646	chr15	40101998	40110762	chr15	41229462	41233747	chr15:40101998-40110762_chr15:41229462-41233747	5.39244493502622e-09
185649	chr15	40101998	40110762	chr15	41619874	41623742	chr15:40101998-40110762_chr15:41619874-41623742	2.28256635814716e-09
185650	chr15	40149340	40154953	chr15	40159968	40165159	chr15:40149340-40154953_chr15:40159968-40165159	4.21787049731392e-11
185651	chr15	40149340	40154953	chr15	40278706	40300304	chr15:40149340-40154953_chr15:40278706-40300304	0.00130334060070347
185652	chr15	40149340	40154953	chr15	40336299	40342592	chr15:40149340-40154953_chr15:40336299-40342592	1.90001899769143e-08
185655	chr15	40159968	40165159	chr15	40278706	40300304	chr15:40159968-40165159_chr15:40278706-40300304	0
185656	chr15	40159968	40165159	chr15	40321593	40329530	chr15:40159968-40165159_chr15:40321593-40329530	0
185657	chr15	40159968	40165159	chr15	40336299	40342592	chr15:40159968-40165159_chr15:40336299-40342592	0
185661	chr15	40159968	40165159	chr15	40434248	40446899	chr15:40159968-40165159_chr15:40434248-40446899	0
185663	chr15	40159968	40165159	chr15	40562025	40567033	chr15:40159968-40165159_chr15:40562025-40567033	1.33709482597055e-07
185664	chr15	40159968	40165159	chr15	40567556	40571903	chr15:40159968-40165159_chr15:40567556-40571903	4.17877978211578e-05
185674	chr15	40237506	40243364	chr15	40434248	40446899	chr15:40237506-40243364_chr15:40434248-40446899	0
185676	chr15	40237506	40243364	chr15	40567556	40571903	chr15:40237506-40243364_chr15:40567556-40571903	6.70284565766899e-05
185686	chr15	40278706	40300304	chr15	40465228	40480467	chr15:40278706-40300304_chr15:40465228-40480467	2.18052691458581e-08
185690	chr15	40278706	40300304	chr15	40592839	40597652	chr15:40278706-40300304_chr15:40592839-40597652	3.11350945025879e-12
185695	chr15	40312865	40314728	chr15	40434248	40446899	chr15:40312865-40314728_chr15:40434248-40446899	4.90014706127084e-05
185698	chr15	40321593	40329530	chr15	40381225	40385737	chr15:40321593-40329530_chr15:40381225-40385737	4.44089209850063e-16
185699	chr15	40321593	40329530	chr15	40404012	40409141	chr15:40321593-40329530_chr15:40404012-40409141	0
185702	chr15	40321593	40329530	chr15	40506103	40513521	chr15:40321593-40329530_chr15:40506103-40513521	2.4875529636148e-08
185704	chr15	40321593	40329530	chr15	40567556	40571903	chr15:40321593-40329530_chr15:40567556-40571903	1.11022302462516e-16
185710	chr15	40321593	40329530	chr15	40805536	40810783	chr15:40321593-40329530_chr15:40805536-40810783	7.06433201935752e-08
185715	chr15	40321593	40329530	chr15	41229462	41233747	chr15:40321593-40329530_chr15:41229462-41233747	7.89412277524271e-06
185716	chr15	40321593	40329530	chr15	42206028	42210488	chr15:40321593-40329530_chr15:42206028-42210488	1.8637119201248e-06
185723	chr15	40336299	40342592	chr15	40506103	40513521	chr15:40336299-40342592_chr15:40506103-40513521	2.80507617134163e-10
185724	chr15	40336299	40342592	chr15	40562025	40567033	chr15:40336299-40342592_chr15:40562025-40567033	0
185726	chr15	40336299	40342592	chr15	40588888	40592006	chr15:40336299-40342592_chr15:40588888-40592006	7.44483545478403e-07
185728	chr15	40336299	40342592	chr15	40692542	40698502	chr15:40336299-40342592_chr15:40692542-40698502	0
185730	chr15	40336299	40342592	chr15	40751498	40756900	chr15:40336299-40342592_chr15:40751498-40756900	0
185731	chr15	40336299	40342592	chr15	40761436	40773064	chr15:40336299-40342592_chr15:40761436-40773064	5.55111512312578e-16
185733	chr15	40336299	40342592	chr15	40871298	40875978	chr15:40336299-40342592_chr15:40871298-40875978	8.65894023149849e-11
185734	chr15	40336299	40342592	chr15	40892696	40897589	chr15:40336299-40342592_chr15:40892696-40897589	0
185735	chr15	40336299	40342592	chr15	40951727	40956792	chr15:40336299-40342592_chr15:40951727-40956792	4.983280454951e-11
185737	chr15	40336299	40342592	chr15	41329796	41339270	chr15:40336299-40342592_chr15:41329796-41339270	6.71730608181598e-06
185741	chr15	40355218	40360561	chr15	40434248	40446899	chr15:40355218-40360561_chr15:40434248-40446899	0
185742	chr15	40355218	40360561	chr15	40465228	40480467	chr15:40355218-40360561_chr15:40465228-40480467	1.86990423145517e-11
185743	chr15	40355218	40360561	chr15	40506103	40513521	chr15:40355218-40360561_chr15:40506103-40513521	1.06953345454519e-05
185746	chr15	40355218	40360561	chr15	40592839	40597652	chr15:40355218-40360561_chr15:40592839-40597652	0
185747	chr15	40355218	40360561	chr15	40692542	40698502	chr15:40355218-40360561_chr15:40692542-40698502	2.66453525910038e-15
185748	chr15	40355218	40360561	chr15	40751498	40756900	chr15:40355218-40360561_chr15:40751498-40756900	4.29679921916115e-05
185749	chr15	40355218	40360561	chr15	40761436	40773064	chr15:40355218-40360561_chr15:40761436-40773064	3.97017017095269e-05
185752	chr15	40355218	40360561	chr15	40892696	40897589	chr15:40355218-40360561_chr15:40892696-40897589	8.23089374435426e-11
185756	chr15	40355218	40360561	chr15	41772613	41781179	chr15:40355218-40360561_chr15:41772613-41781179	3.35938198081642e-06
