chr.x	start.x	end.x	chr.y	start.y	end.y	loopID	mango.P
185460	chr15	39577869	39586698	chr15	39932065	39938227	chr15:39577869-39586698_chr15:39932065-39938227	0
185496	chr15	39781099	39787479	chr15	39932065	39938227	chr15:39781099-39787479_chr15:39932065-39938227	0
185509	chr15	39781099	39787479	chr15	40278706	40300304	chr15:39781099-39787479_chr15:40278706-40300304	0
185528	chr15	39917439	39922386	chr15	39932065	39938227	chr15:39917439-39922386_chr15:39932065-39938227	0
185529	chr15	39917439	39922386	chr15	39974806	39978369	chr15:39917439-39922386_chr15:39974806-39978369	0
185532	chr15	39917439	39922386	chr15	40035071	40041258	chr15:39917439-39922386_chr15:40035071-40041258	0
185549	chr15	39932065	39938227	chr15	39974806	39978369	chr15:39932065-39938227_chr15:39974806-39978369	1.28532073873089e-10
185564	chr15	39974806	39978369	chr15	40010269	40016450	chr15:39974806-39978369_chr15:40010269-40016450	1.07445081209967e-05
185565	chr15	39974806	39978369	chr15	40035071	40041258	chr15:39974806-39978369_chr15:40035071-40041258	0
185579	chr15	40010269	40016450	chr15	40159968	40165159	chr15:40010269-40016450_chr15:40159968-40165159	0
185590	chr15	40035071	40041258	chr15	40101998	40110762	chr15:40035071-40041258_chr15:40101998-40110762	0
185592	chr15	40035071	40041258	chr15	40159968	40165159	chr15:40035071-40041258_chr15:40159968-40165159	0
185594	chr15	40035071	40041258	chr15	40251490	40254116	chr15:40035071-40041258_chr15:40251490-40254116	3.22006865616231e-11
185598	chr15	40035071	40041258	chr15	40336299	40342592	chr15:40035071-40041258_chr15:40336299-40342592	0
185601	chr15	40035071	40041258	chr15	40404012	40409141	chr15:40035071-40041258_chr15:40404012-40409141	0
185616	chr15	40080134	40083265	chr15	40101998	40110762	chr15:40080134-40083265_chr15:40101998-40110762	1.11022302462516e-15
185629	chr15	40101998	40110762	chr15	40159968	40165159	chr15:40101998-40110762_chr15:40159968-40165159	0
185637	chr15	40101998	40110762	chr15	40434248	40446899	chr15:40101998-40110762_chr15:40434248-40446899	0
185654	chr15	40159968	40165159	chr15	40237506	40243364	chr15:40159968-40165159_chr15:40237506-40243364	0.00436944161889208
185679	chr15	40251490	40254116	chr15	40434248	40446899	chr15:40251490-40254116_chr15:40434248-40446899	0.000340852172045825
185681	chr15	40278706	40300304	chr15	40321593	40329530	chr15:40278706-40300304_chr15:40321593-40329530	1.49806611560166e-10
185682	chr15	40278706	40300304	chr15	40336299	40342592	chr15:40278706-40300304_chr15:40336299-40342592	1.96500054006066e-08
185683	chr15	40278706	40300304	chr15	40404012	40409141	chr15:40278706-40300304_chr15:40404012-40409141	0
185685	chr15	40278706	40300304	chr15	40434248	40446899	chr15:40278706-40300304_chr15:40434248-40446899	0
185696	chr15	40321593	40329530	chr15	40336299	40342592	chr15:40321593-40329530_chr15:40336299-40342592	0
185697	chr15	40321593	40329530	chr15	40355218	40360561	chr15:40321593-40329530_chr15:40355218-40360561	0
185700	chr15	40321593	40329530	chr15	40434248	40446899	chr15:40321593-40329530_chr15:40434248-40446899	0
185701	chr15	40321593	40329530	chr15	40465228	40480467	chr15:40321593-40329530_chr15:40465228-40480467	2.22044604925031e-16
185707	chr15	40321593	40329530	chr15	40692542	40698502	chr15:40321593-40329530_chr15:40692542-40698502	0
185717	chr15	40336299	40342592	chr15	40355218	40360561	chr15:40336299-40342592_chr15:40355218-40360561	0
185718	chr15	40336299	40342592	chr15	40381225	40385737	chr15:40336299-40342592_chr15:40381225-40385737	0
185719	chr15	40336299	40342592	chr15	40404012	40409141	chr15:40336299-40342592_chr15:40404012-40409141	0
185720	chr15	40336299	40342592	chr15	40434248	40446899	chr15:40336299-40342592_chr15:40434248-40446899	0
185721	chr15	40336299	40342592	chr15	40465228	40480467	chr15:40336299-40342592_chr15:40465228-40480467	3.64708263589364e-13
185727	chr15	40336299	40342592	chr15	40592839	40597652	chr15:40336299-40342592_chr15:40592839-40597652	0
185739	chr15	40355218	40360561	chr15	40381225	40385737	chr15:40355218-40360561_chr15:40381225-40385737	0
185740	chr15	40355218	40360561	chr15	40404012	40409141	chr15:40355218-40360561_chr15:40404012-40409141	0
185757	chr15	40381225	40385737	chr15	40404012	40409141	chr15:40381225-40385737_chr15:40404012-40409141	0
185758	chr15	40381225	40385737	chr15	40434248	40446899	chr15:40381225-40385737_chr15:40434248-40446899	0
185774	chr15	40404012	40409141	chr15	40434248	40446899	chr15:40404012-40409141_chr15:40434248-40446899	0
185777	chr15	40404012	40409141	chr15	40562025	40567033	chr15:40404012-40409141_chr15:40562025-40567033	0
185778	chr15	40404012	40409141	chr15	40567556	40571903	chr15:40404012-40409141_chr15:40567556-40571903	0
185796	chr15	40434248	40446899	chr15	40465228	40480467	chr15:40434248-40446899_chr15:40465228-40480467	0
185797	chr15	40434248	40446899	chr15	40506103	40513521	chr15:40434248-40446899_chr15:40506103-40513521	0
185800	chr15	40434248	40446899	chr15	40567556	40571903	chr15:40434248-40446899_chr15:40567556-40571903	0
185803	chr15	40434248	40446899	chr15	40592839	40597652	chr15:40434248-40446899_chr15:40592839-40597652	0
185806	chr15	40434248	40446899	chr15	40692542	40698502	chr15:40434248-40446899_chr15:40692542-40698502	0
185812	chr15	40434248	40446899	chr15	40892696	40897589	chr15:40434248-40446899_chr15:40892696-40897589	0
185819	chr15	40434248	40446899	chr15	41329796	41339270	chr15:40434248-40446899_chr15:41329796-41339270	0
185826	chr15	40465228	40480467	chr15	40562025	40567033	chr15:40465228-40480467_chr15:40562025-40567033	0.0012996099997804
185836	chr15	40465228	40480467	chr15	40923331	40935672	chr15:40465228-40480467_chr15:40923331-40935672	8.39222826787278e-08
185856	chr15	40562025	40567033	chr15	40592839	40597652	chr15:40562025-40567033_chr15:40592839-40597652	0
185862	chr15	40562025	40567033	chr15	40805536	40810783	chr15:40562025-40567033_chr15:40805536-40810783	0
185863	chr15	40562025	40567033	chr15	40842810	40846464	chr15:40562025-40567033_chr15:40842810-40846464	0
185867	chr15	40562025	40567033	chr15	40923331	40935672	chr15:40562025-40567033_chr15:40923331-40935672	0
185873	chr15	40562025	40567033	chr15	41415031	41420506	chr15:40562025-40567033_chr15:41415031-41420506	0
185880	chr15	40567556	40571903	chr15	40592839	40597652	chr15:40567556-40571903_chr15:40592839-40597652	0
185882	chr15	40567556	40571903	chr15	40692542	40698502	chr15:40567556-40571903_chr15:40692542-40698502	0
185884	chr15	40567556	40571903	chr15	40751498	40756900	chr15:40567556-40571903_chr15:40751498-40756900	0
185885	chr15	40567556	40571903	chr15	40761436	40773064	chr15:40567556-40571903_chr15:40761436-40773064	0
185894	chr15	40567556	40571903	chr15	41059869	41064098	chr15:40567556-40571903_chr15:41059869-41064098	1.2321121900527e-10
185947	chr15	40692542	40698502	chr15	40751498	40756900	chr15:40692542-40698502_chr15:40751498-40756900	0
185948	chr15	40692542	40698502	chr15	40761436	40773064	chr15:40692542-40698502_chr15:40761436-40773064	0
185949	chr15	40692542	40698502	chr15	40805536	40810783	chr15:40692542-40698502_chr15:40805536-40810783	0
185952	chr15	40692542	40698502	chr15	40892696	40897589	chr15:40692542-40698502_chr15:40892696-40897589	0
185956	chr15	40692542	40698502	chr15	40951727	40956792	chr15:40692542-40698502_chr15:40951727-40956792	0
185968	chr15	40751498	40756900	chr15	40761436	40773064	chr15:40751498-40756900_chr15:40761436-40773064	0
185973	chr15	40751498	40756900	chr15	40904912	40908555	chr15:40751498-40756900_chr15:40904912-40908555	2.22044604925031e-16
185978	chr15	40751498	40756900	chr15	41282558	41287815	chr15:40751498-40756900_chr15:41282558-41287815	1.20126131264442e-13
185985	chr15	40761436	40773064	chr15	40805536	40810783	chr15:40761436-40773064_chr15:40805536-40810783	0
185999	chr15	40805536	40810783	chr15	40842810	40846464	chr15:40805536-40810783_chr15:40842810-40846464	0
186001	chr15	40805536	40810783	chr15	40892696	40897589	chr15:40805536-40810783_chr15:40892696-40897589	0
186005	chr15	40805536	40810783	chr15	40951727	40956792	chr15:40805536-40810783_chr15:40951727-40956792	0
186016	chr15	40842810	40846464	chr15	40871298	40875978	chr15:40842810-40846464_chr15:40871298-40875978	4.08831431504275e-05
186017	chr15	40842810	40846464	chr15	40892696	40897589	chr15:40842810-40846464_chr15:40892696-40897589	4.85518254864648e-05
186026	chr15	40871298	40875978	chr15	41329796	41339270	chr15:40871298-40875978_chr15:41329796-41339270	0
186031	chr15	40892696	40897589	chr15	40904912	40908555	chr15:40892696-40897589_chr15:40904912-40908555	0
186032	chr15	40892696	40897589	chr15	40923331	40935672	chr15:40892696-40897589_chr15:40923331-40935672	0
186033	chr15	40892696	40897589	chr15	40951727	40956792	chr15:40892696-40897589_chr15:40951727-40956792	3.28626015289046e-14
186038	chr15	40892696	40897589	chr15	41329796	41339270	chr15:40892696-40897589_chr15:41329796-41339270	0
186049	chr15	40904912	40908555	chr15	40923331	40935672	chr15:40904912-40908555_chr15:40923331-40935672	0
186050	chr15	40904912	40908555	chr15	40939949	40946446	chr15:40904912-40908555_chr15:40939949-40946446	0.000652212954684206
186055	chr15	40904912	40908555	chr15	41282558	41287815	chr15:40904912-40908555_chr15:41282558-41287815	7.43405337289005e-13
186059	chr15	40923331	40935672	chr15	40951727	40956792	chr15:40923331-40935672_chr15:40951727-40956792	0
186062	chr15	40923331	40935672	chr15	41229462	41233747	chr15:40923331-40935672_chr15:41229462-41233747	0
186073	chr15	40939949	40946446	chr15	40951727	40956792	chr15:40939949-40946446_chr15:40951727-40956792	0
186078	chr15	40939949	40946446	chr15	41329796	41339270	chr15:40939949-40946446_chr15:41329796-41339270	0
186081	chr15	40951727	40956792	chr15	41113692	41118348	chr15:40951727-40956792_chr15:41113692-41118348	0
186083	chr15	40951727	40956792	chr15	41229462	41233747	chr15:40951727-40956792_chr15:41229462-41233747	0
186125	chr15	41282558	41287815	chr15	41329796	41339270	chr15:41282558-41287815_chr15:41329796-41339270	0
186136	chr15	41329796	41339270	chr15	41415031	41420506	chr15:41329796-41339270_chr15:41415031-41420506	0
186160	chr15	41398114	41404314	chr15	41415031	41420506	chr15:41398114-41404314_chr15:41415031-41420506	0
186168	chr15	41415031	41420506	chr15	41490750	41498063	chr15:41415031-41420506_chr15:41490750-41498063	3.33066907387547e-16
186196	chr15	41490750	41498063	chr15	41510365	41515380	chr15:41490750-41498063_chr15:41510365-41515380	6.70574706873595e-14
186198	chr15	41490750	41498063	chr15	41556647	41563109	chr15:41490750-41498063_chr15:41556647-41563109	0
186201	chr15	41490750	41498063	chr15	41659016	41663709	chr15:41490750-41498063_chr15:41659016-41663709	0
186203	chr15	41490750	41498063	chr15	41772613	41781179	chr15:41490750-41498063_chr15:41772613-41781179	0
186214	chr15	41510365	41515380	chr15	41541838	41547128	chr15:41510365-41515380_chr15:41541838-41547128	3.2698466156944e-09
186217	chr15	41510365	41515380	chr15	41772613	41781179	chr15:41510365-41515380_chr15:41772613-41781179	0
186224	chr15	41541838	41547128	chr15	41556647	41563109	chr15:41541838-41547128_chr15:41556647-41563109	0
186226	chr15	41541838	41547128	chr15	41772613	41781179	chr15:41541838-41547128_chr15:41772613-41781179	0
186233	chr15	41556647	41563109	chr15	41619874	41623742	chr15:41556647-41563109_chr15:41619874-41623742	1.36779476633819e-13
186234	chr15	41556647	41563109	chr15	41659016	41663709	chr15:41556647-41563109_chr15:41659016-41663709	0
186262	chr15	41619874	41623742	chr15	41659016	41663709	chr15:41619874-41623742_chr15:41659016-41663709	0
186269	chr15	41659016	41663709	chr15	41772613	41781179	chr15:41659016-41663709_chr15:41772613-41781179	0
186270	chr15	41659016	41663709	chr15	41822644	41831160	chr15:41659016-41663709_chr15:41822644-41831160	0
186279	chr15	41772613	41781179	chr15	41822644	41831160	chr15:41772613-41781179_chr15:41822644-41831160	0
186341	chr15	42206028	42210488	chr15	42494070	42497640	chr15:42206028-42210488_chr15:42494070-42497640	0
186342	chr15	42206028	42210488	chr15	42546129	42552683	chr15:42206028-42210488_chr15:42546129-42552683	0
186379	chr15	42488177	42492588	chr15	42573621	42578746	chr15:42488177-42492588_chr15:42573621-42578746	2.38219555193098e-10
186382	chr15	42488177	42492588	chr15	43103505	43108063	chr15:42488177-42492588_chr15:43103505-43108063	6.42819131257966e-14
186392	chr15	42494070	42497640	chr15	42546129	42552683	chr15:42494070-42497640_chr15:42546129-42552683	0
186409	chr15	42546129	42552683	chr15	42573621	42578746	chr15:42546129-42552683_chr15:42573621-42578746	0
186410	chr15	42546129	42552683	chr15	42579345	42585471	chr15:42546129-42552683_chr15:42579345-42585471	0
186426	chr15	42573621	42578746	chr15	42579345	42585471	chr15:42573621-42578746_chr15:42579345-42585471	0
186430	chr15	42573621	42578746	chr15	43131957	43136469	chr15:42573621-42578746_chr15:43131957-43136469	0
186446	chr15	42733380	42738648	chr15	42917097	42922955	chr15:42733380-42738648_chr15:42917097-42922955	0
186463	chr15	42917097	42922955	chr15	43327114	43333335	chr15:42917097-42922955_chr15:43327114-43333335	0
186479	chr15	43075157	43077463	chr15	43357904	43373607	chr15:43075157-43077463_chr15:43357904-43373607	9.15586167562488e-05
186487	chr15	43103505	43108063	chr15	43120907	43124659	chr15:43103505-43108063_chr15:43120907-43124659	0
186488	chr15	43103505	43108063	chr15	43131957	43136469	chr15:43103505-43108063_chr15:43131957-43136469	0
186503	chr15	43120907	43124659	chr15	43131957	43136469	chr15:43120907-43124659_chr15:43131957-43136469	0
186509	chr15	43131957	43136469	chr15	43183792	43187628	chr15:43131957-43136469_chr15:43183792-43187628	0
186524	chr15	43183792	43187628	chr15	43327114	43333335	chr15:43183792-43187628_chr15:43327114-43333335	0
186525	chr15	43183792	43187628	chr15	43357904	43373607	chr15:43183792-43187628_chr15:43357904-43373607	0
186535	chr15	43327114	43333335	chr15	43357904	43373607	chr15:43327114-43333335_chr15:43357904-43373607	0
186542	chr15	43327114	43333335	chr15	43790219	43796722	chr15:43327114-43333335_chr15:43790219-43796722	0
186551	chr15	43357904	43373607	chr15	43507159	43512672	chr15:43357904-43373607_chr15:43507159-43512672	0
186552	chr15	43357904	43373607	chr15	43513237	43521224	chr15:43357904-43373607_chr15:43513237-43521224	0
186554	chr15	43357904	43373607	chr15	43744868	43752471	chr15:43357904-43373607_chr15:43744868-43752471	0
186556	chr15	43357904	43373607	chr15	43790219	43796722	chr15:43357904-43373607_chr15:43790219-43796722	0
186570	chr15	43488932	43494595	chr15	43507159	43512672	chr15:43488932-43494595_chr15:43507159-43512672	0
186571	chr15	43488932	43494595	chr15	43513237	43521224	chr15:43488932-43494595_chr15:43513237-43521224	0
186579	chr15	43507159	43512672	chr15	43513237	43521224	chr15:43507159-43512672_chr15:43513237-43521224	0
186596	chr15	43744868	43752471	chr15	43775134	43778812	chr15:43744868-43752471_chr15:43775134-43778812	1.60169655316622e-11
186597	chr15	43744868	43752471	chr15	43790219	43796722	chr15:43744868-43752471_chr15:43790219-43796722	0
186609	chr15	43775134	43778812	chr15	43790219	43796722	chr15:43775134-43778812_chr15:43790219-43796722	7.32747196252603e-15
186610	chr15	43775134	43778812	chr15	43819363	43835036	chr15:43775134-43778812_chr15:43819363-43835036	6.58362253602718e-14
186613	chr15	43790219	43796722	chr15	43798531	43802472	chr15:43790219-43796722_chr15:43798531-43802472	0
186614	chr15	43790219	43796722	chr15	43819363	43835036	chr15:43790219-43796722_chr15:43819363-43835036	0
186615	chr15	43790219	43796722	chr15	44185493	44196670	chr15:43790219-43796722_chr15:44185493-44196670	0
186618	chr15	43790219	43796722	chr15	44534491	44539855	chr15:43790219-43796722_chr15:44534491-44539855	0
186619	chr15	43798531	43802472	chr15	43819363	43835036	chr15:43798531-43802472_chr15:43819363-43835036	0
186628	chr15	43819363	43835036	chr15	44185493	44196670	chr15:43819363-43835036_chr15:44185493-44196670	0
186669	chr15	44425203	44433863	chr15	44534491	44539855	chr15:44425203-44433863_chr15:44534491-44539855	0
186703	chr15	45105511	45120436	chr15	45126955	45131759	chr15:45105511-45120436_chr15:45126955-45131759	4.07723628285117e-05
186709	chr15	45105511	45120436	chr15	45400525	45405692	chr15:45105511-45120436_chr15:45400525-45405692	0
186712	chr15	45105511	45120436	chr15	45584509	45591160	chr15:45105511-45120436_chr15:45584509-45591160	1.41702205525007e-10
186716	chr15	45126955	45131759	chr15	45400525	45405692	chr15:45126955-45131759_chr15:45400525-45405692	0
186725	chr15	45164868	45168546	chr15	45184402	45189784	chr15:45164868-45168546_chr15:45184402-45189784	0
186726	chr15	45164868	45168546	chr15	45196890	45202578	chr15:45164868-45168546_chr15:45196890-45202578	0
186736	chr15	45184402	45189784	chr15	45196890	45202578	chr15:45184402-45189784_chr15:45196890-45202578	0
186740	chr15	45184402	45189784	chr15	45400525	45405692	chr15:45184402-45189784_chr15:45400525-45405692	0
186743	chr15	45184402	45189784	chr15	45584509	45591160	chr15:45184402-45189784_chr15:45584509-45591160	0
186745	chr15	45196890	45202578	chr15	45277581	45280940	chr15:45196890-45202578_chr15:45277581-45280940	0
186751	chr15	45196890	45202578	chr15	45400525	45405692	chr15:45196890-45202578_chr15:45400525-45405692	0
186753	chr15	45196890	45202578	chr15	45453809	45464110	chr15:45196890-45202578_chr15:45453809-45464110	0
186764	chr15	45277581	45280940	chr15	45400525	45405692	chr15:45277581-45280940_chr15:45400525-45405692	0
186782	chr15	45400525	45405692	chr15	45453809	45464110	chr15:45400525-45405692_chr15:45453809-45464110	0
186783	chr15	45400525	45405692	chr15	45520294	45524585	chr15:45400525-45405692_chr15:45520294-45524585	0
186784	chr15	45400525	45405692	chr15	45584509	45591160	chr15:45400525-45405692_chr15:45584509-45591160	0
186787	chr15	45400525	45405692	chr15	45633613	45639403	chr15:45400525-45405692_chr15:45633613-45639403	0
186788	chr15	45429465	45431532	chr15	45453809	45464110	chr15:45429465-45431532_chr15:45453809-45464110	5.77315972805081e-15
186789	chr15	45429465	45431532	chr15	45584509	45591160	chr15:45429465-45431532_chr15:45584509-45591160	2.02060590481778e-14
186790	chr15	45453809	45464110	chr15	45520294	45524585	chr15:45453809-45464110_chr15:45520294-45524585	1.11022302462516e-16
186791	chr15	45453809	45464110	chr15	45584509	45591160	chr15:45453809-45464110_chr15:45584509-45591160	0
186794	chr15	45520294	45524585	chr15	45584509	45591160	chr15:45520294-45524585_chr15:45584509-45591160	0
186798	chr15	45584509	45591160	chr15	45633613	45639403	chr15:45584509-45591160_chr15:45633613-45639403	0
186806	chr15	47180739	47187715	chr15	47714739	47726438	chr15:47180739-47187715_chr15:47714739-47726438	0
186814	chr15	47180739	47187715	chr15	48329149	48335321	chr15:47180739-47187715_chr15:48329149-48335321	0
186820	chr15	47272651	47279917	chr15	47714739	47726438	chr15:47272651-47279917_chr15:47714739-47726438	3.26627613844721e-13
186827	chr15	47714739	47726438	chr15	47901808	47905556	chr15:47714739-47726438_chr15:47901808-47905556	0
186861	chr15	48172811	48180536	chr15	48190242	48193167	chr15:48172811-48180536_chr15:48190242-48193167	5.6621374255883e-15
186868	chr15	48190242	48193167	chr15	48329149	48335321	chr15:48190242-48193167_chr15:48329149-48335321	0
186915	chr15	48640658	48647801	chr15	48876804	48881695	chr15:48640658-48647801_chr15:48876804-48881695	0
186920	chr15	48640658	48647801	chr15	48947616	48965485	chr15:48640658-48647801_chr15:48947616-48965485	0
186923	chr15	48640658	48647801	chr15	49151845	49158750	chr15:48640658-48647801_chr15:49151845-49158750	0
186933	chr15	48808368	48812889	chr15	49151845	49158750	chr15:48808368-48812889_chr15:49151845-49158750	0
186946	chr15	48876804	48881695	chr15	48947616	48965485	chr15:48876804-48881695_chr15:48947616-48965485	0
186948	chr15	48876804	48881695	chr15	49041389	49047728	chr15:48876804-48881695_chr15:49041389-49047728	0
186978	chr15	48947616	48965485	chr15	48969471	48978758	chr15:48947616-48965485_chr15:48969471-48978758	0
186981	chr15	48947616	48965485	chr15	49169207	49172777	chr15:48947616-48965485_chr15:49169207-49172777	0
186996	chr15	49041389	49047728	chr15	49151845	49158750	chr15:49041389-49047728_chr15:49151845-49158750	0
187006	chr15	49151845	49158750	chr15	49169207	49172777	chr15:49151845-49158750_chr15:49169207-49172777	0
187034	chr15	50349229	50358431	chr15	50422891	50427587	chr15:50349229-50358431_chr15:50422891-50427587	0
187036	chr15	50349229	50358431	chr15	50762357	50767426	chr15:50349229-50358431_chr15:50762357-50767426	0
187038	chr15	50349229	50358431	chr15	50905855	50911426	chr15:50349229-50358431_chr15:50905855-50911426	0
187046	chr15	50422891	50427587	chr15	50905855	50911426	chr15:50422891-50427587_chr15:50905855-50911426	0
187049	chr15	50683412	50688898	chr15	50762357	50767426	chr15:50683412-50688898_chr15:50762357-50767426	0
187052	chr15	50683412	50688898	chr15	50905855	50911426	chr15:50683412-50688898_chr15:50905855-50911426	0
187065	chr15	50762357	50767426	chr15	50905855	50911426	chr15:50762357-50767426_chr15:50905855-50911426	0
187098	chr15	51261242	51268941	chr15	51340259	51343713	chr15:51261242-51268941_chr15:51340259-51343713	0.000225043132643599
187112	chr15	51618140	51624602	chr15	51734690	51739499	chr15:51618140-51624602_chr15:51734690-51739499	0
187115	chr15	51618140	51624602	chr15	51966821	51973297	chr15:51618140-51624602_chr15:51966821-51973297	0
187118	chr15	51618140	51624602	chr15	52176169	52181526	chr15:51618140-51624602_chr15:52176169-52181526	0
187125	chr15	51679324	51683172	chr15	51734690	51739499	chr15:51679324-51683172_chr15:51734690-51739499	2.22044604925031e-16
187135	chr15	51734690	51739499	chr15	51748743	51753534	chr15:51734690-51739499_chr15:51748743-51753534	0
187136	chr15	51734690	51739499	chr15	51828582	51833548	chr15:51734690-51739499_chr15:51828582-51833548	0
187140	chr15	51734690	51739499	chr15	52017612	52025895	chr15:51734690-51739499_chr15:52017612-52025895	0
187145	chr15	51748743	51753534	chr15	51828582	51833548	chr15:51748743-51753534_chr15:51828582-51833548	6.66799948589869e-12
187200	chr15	52176169	52181526	chr15	52292996	52297316	chr15:52176169-52181526_chr15:52292996-52297316	9.66168367533271e-10
187208	chr15	52256431	52264364	chr15	52524662	52530895	chr15:52256431-52264364_chr15:52524662-52530895	2.10468154016041e-09
187211	chr15	52256431	52264364	chr15	52782497	52808150	chr15:52256431-52264364_chr15:52782497-52808150	1.10800257857591e-13
187212	chr15	52292996	52297316	chr15	52524662	52530895	chr15:52292996-52297316_chr15:52524662-52530895	0
187220	chr15	52524662	52530895	chr15	52557645	52570615	chr15:52524662-52530895_chr15:52557645-52570615	0
187225	chr15	52557645	52570615	chr15	52675895	52681187	chr15:52557645-52570615_chr15:52675895-52681187	0
187227	chr15	52650184	52654488	chr15	52675895	52681187	chr15:52650184-52654488_chr15:52675895-52681187	0
187229	chr15	52675895	52681187	chr15	52782497	52808150	chr15:52675895-52681187_chr15:52782497-52808150	0
187234	chr15	52782497	52808150	chr15	53196259	53198565	chr15:52782497-52808150_chr15:53196259-53198565	0
187240	chr15	55194119	55199734	chr15	55286755	55291500	chr15:55194119-55199734_chr15:55286755-55291500	0
187256	chr15	55286755	55291500	chr15	55406194	55410130	chr15:55286755-55291500_chr15:55406194-55410130	0
187259	chr15	55286755	55291500	chr15	55585257	55590218	chr15:55286755-55291500_chr15:55585257-55590218	0
187286	chr15	55739533	55745420	chr15	55910620	55918856	chr15:55739533-55745420_chr15:55910620-55918856	0
187305	chr15	55989225	55995628	chr15	56005236	56008734	chr15:55989225-55995628_chr15:56005236-56008734	0.000131936593867232
187362	chr15	56885958	56889358	chr15	56915873	56924142	chr15:56885958-56889358_chr15:56915873-56924142	0
187366	chr15	56885958	56889358	chr15	57212086	57242577	chr15:56885958-56889358_chr15:57212086-57242577	0
187378	chr15	56915873	56924142	chr15	57142773	57157578	chr15:56915873-56924142_chr15:57142773-57157578	0
187381	chr15	56915873	56924142	chr15	57212086	57242577	chr15:56915873-56924142_chr15:57212086-57242577	0
187383	chr15	56915873	56924142	chr15	57305121	57310237	chr15:56915873-56924142_chr15:57305121-57310237	0
187467	chr15	58611920	58615918	chr15	58745172	58752230	chr15:58611920-58615918_chr15:58745172-58752230	2.86685046659851e-05
187473	chr15	58745172	58752230	chr15	58768946	58775885	chr15:58745172-58752230_chr15:58768946-58775885	0
187487	chr15	58768946	58775885	chr15	59103867	59107372	chr15:58768946-58775885_chr15:59103867-59107372	0
187504	chr15	58986241	58991279	chr15	59103867	59107372	chr15:58986241-58991279_chr15:59103867-59107372	0
187508	chr15	58986241	58991279	chr15	59369454	59374535	chr15:58986241-58991279_chr15:59369454-59374535	0
187509	chr15	58986241	58991279	chr15	59436230	59440200	chr15:58986241-58991279_chr15:59436230-59440200	0
187519	chr15	59103867	59107372	chr15	59369454	59374535	chr15:59103867-59107372_chr15:59369454-59374535	0
